fighter,pre_prior_bouts,post_prior_bouts,delta_prior_bouts,pre_win_rate,post_win_rate,delta_win_rate,pre_finish_win_rate,post_finish_win_rate,delta_finish_win_rate,pre_ko_win_rate,post_ko_win_rate,delta_ko_win_rate,pre_sub_win_rate,post_sub_win_rate,delta_sub_win_rate,pre_ko_loss_rate,post_ko_loss_rate,delta_ko_loss_rate,pre_sub_loss_rate,post_sub_loss_rate,delta_sub_loss_rate,pre_kd_for_per15,post_kd_for_per15,delta_kd_for_per15,pre_kd_against_per15,post_kd_against_per15,delta_kd_against_per15,pre_sig_landed_per_min,post_sig_landed_per_min,delta_sig_landed_per_min,pre_sig_absorbed_per_min,post_sig_absorbed_per_min,delta_sig_absorbed_per_min,pre_sig_accuracy,post_sig_accuracy,delta_sig_accuracy,pre_sig_defense,post_sig_defense,delta_sig_defense,pre_ground_for_per15,post_ground_for_per15,delta_ground_for_per15,pre_ground_against_per15,post_ground_against_per15,delta_ground_against_per15,pre_td_landed_per15,post_td_landed_per15,delta_td_landed_per15,pre_td_attempts_per15,post_td_attempts_per15,delta_td_attempts_per15,pre_td_accuracy,post_td_accuracy,delta_td_accuracy,pre_td_defense,post_td_defense,delta_td_defense,pre_sub_att_per15,post_sub_att_per15,delta_sub_att_per15,pre_sub_att_against_per15,post_sub_att_against_per15,delta_sub_att_against_per15,pre_ctrl_for_per15,post_ctrl_for_per15,delta_ctrl_for_per15,pre_ctrl_against_per15,post_ctrl_against_per15,delta_ctrl_against_per15,pre_r3_retention,post_r3_retention,delta_r3_retention,pre_recent5_win_rate,post_recent5_win_rate,delta_recent5_win_rate,pre_recent5_finish_rate,post_recent5_finish_rate,delta_recent5_finish_rate,pre_recent5_sig_diff_per_min,post_recent5_sig_diff_per_min,delta_recent5_sig_diff_per_min,pre_recent5_kd_for_per15,post_recent5_kd_for_per15,delta_recent5_kd_for_per15,pre_recent5_td_landed_per15,post_recent5_td_landed_per15,delta_recent5_td_landed_per15,pre_recent5_sub_att_per15,post_recent5_sub_att_per15,delta_recent5_sub_att_per15,pre_days_since_last,post_days_since_last,delta_days_since_last,pre_age_years,post_age_years,delta_age_years,pre_height_inches,post_height_inches,delta_height_inches,pre_reach_inches,post_reach_inches,delta_reach_inches
Tai Tuivasa,18.0,19.0,1.0,0.4444444444444444,0.42105263157894735,-0.023391812865497075,0.3888888888888889,0.3684210526315789,-0.020467836257309968,0.3888888888888889,0.3684210526315789,-0.020467836257309968,0.0,0.0,0.0,0.16666666666666666,0.15789473684210525,-0.008771929824561403,0.16666666666666666,0.15789473684210525,-0.008771929824561403,0.8237986270022883,0.7468879668049793,-0.07691066019730908,0.6178489702517163,0.5601659751037344,-0.05768299514798181,3.3707093821510297,3.2489626556016598,-0.12174672654936991,4.606407322654462,4.363070539419088,-0.24333678323537455,0.4861386138613861,0.4842300556586271,-0.0019085582027590364,0.42942176870748294,0.43694779116465865,0.007526022457175707,2.471395881006865,3.1742738589211617,0.7028779779142966,11.842105263157894,11.296680497925312,-0.5454247652325819,0.0,0.09336099585062241,0.09336099585062241,0.30892448512585813,0.8402489626556017,0.5313244775297435,0.0,0.1111111111111111,0.1111111111111111,0.5869565217391304,0.5625,-0.024456521739130377,0.0,0.0,0.0,0.30892448512585813,0.2800829875518672,-0.028841497573990904,111.93363844393592,140.50829875518673,28.57466031125081,220.675057208238,228.8278008298755,8.152743621637512,0.9531167484890566,0.8971738076671796,-0.05594294082187701,0.0,0.0,0.0,0.0,0.0,0.0,-2.519148936170213,-1.2785862785862787,1.2405626575839341,0.0,0.0,0.0,0.0,0.2338877338877339,0.2338877338877339,0.0,0.0,0.0,140.0,1.0,-139.0,33.51198176553933,33.51471967254632,0.0027379070069883937,74.0,74.0,0.0,75.0,75.0,0.0
Robelis Despaigne,3.0,4.0,1.0,0.3333333333333333,0.5,0.16666666666666669,0.3333333333333333,0.25,-0.08333333333333331,0.3333333333333333,0.25,-0.08333333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49504950495049505,0.33112582781456956,-0.16392367713592548,0.0,0.0,0.0,2.112211221122112,2.075055187637969,-0.03715603348414298,2.541254125412541,2.384105960264901,-0.1571481651476403,0.5981308411214953,0.5340909090909091,-0.06403993203058622,0.4652777777777778,0.49056603773584906,0.02528825995807127,0.9900990099009901,2.6490066225165565,1.6589076126155664,21.287128712871286,17.549668874172188,-3.737459838699099,0.0,0.6622516556291391,0.6622516556291391,0.0,0.6622516556291391,0.6622516556291391,,1.0,,0.5,0.6111111111111112,0.11111111111111116,0.0,0.0,0.0,0.49504950495049505,0.33112582781456956,-0.16392367713592548,10.396039603960395,108.94039735099338,98.54435774703299,557.9207920792079,511.58940397350995,-46.331388105697954,1.7430769230769234,0.9562499999999999,-0.7868269230769235,0.3333333333333333,0.5,0.16666666666666669,0.3333333333333333,0.25,-0.08333333333333331,-0.4290429042904291,-0.3090507726269316,0.11999213166349748,0.49504950495049505,0.33112582781456956,-0.16392367713592548,0.0,0.6622516556291391,0.6622516556291391,0.0,0.0,0.0,700.0,1.0,-699.0,38.026790420063385,38.02952832707037,0.0027379070069883937,79.0,79.0,0.0,84.0,84.0,0.0
Marlon Vera,26.0,27.0,1.0,0.5769230769230769,0.5925925925925926,0.015669515669515688,0.4230769230769231,0.4444444444444444,0.021367521367521347,0.2692307692307692,0.2962962962962963,0.027065527065527062,0.15384615384615385,0.14814814814814814,-0.005698005698005715,0.0,0.0,0.0,0.0,0.0,0.0,0.5513406531266198,0.6562457275668778,0.10490507444025798,0.04241081947127845,0.041015357972929864,-0.0013954614983485852,4.184534187832806,4.2437223715991435,0.059188183766337055,5.343763253381084,5.394886752039374,0.051123498658290245,0.4758842443729904,0.4793082149474985,0.003423970574508106,0.5010559662090813,0.49604086845466155,-0.005015097754419773,6.4040337401630465,6.767534065533427,0.3635003253703806,7.167428490646058,6.931595497425147,-0.2358329932209111,0.466519014184063,0.5742150116210182,0.10769599743695518,1.1875029451957966,1.2714760971608259,0.0839731519650293,0.39285714285714285,0.45161290322580644,0.05875576036866359,0.7173913043478262,0.7204301075268817,0.0030388031790555825,0.7633947504830121,0.7382764435127376,-0.025118306970274507,0.0,0.0,0.0,77.99349700768107,80.96431663856356,2.970819630882488,166.5048772442392,161.02629540172265,-5.478581842516547,1.9704020798709747,1.9397522347000007,-0.03064984517097402,0.2,0.2,0.0,0.0,0.2,0.2,-1.8823529411764706,-2.4258431531897604,-0.5434902120132898,0.1764705882352941,0.7314099959366112,0.554939407701317,0.0,0.5485574969524584,0.5485574969524584,0.0,0.0,0.0,203.0,1.0,-202.0,33.79672409426614,33.79946200127313,0.0027379070069883937,68.0,68.0,0.0,70.0,70.0,0.0
Charles Jourdain,16.0,17.0,1.0,0.5625,0.5294117647058824,-0.03308823529411764,0.375,0.35294117647058826,-0.022058823529411742,0.125,0.11764705882352941,-0.00735294117647059,0.25,0.23529411764705882,-0.01470588235294118,0.0625,0.11764705882352941,0.05514705882352941,0.0625,0.058823529411764705,-0.003676470588235295,0.5804846586197364,0.5442764578833693,-0.0362082007363671,0.2487791394084585,0.4665226781857451,0.2177435387772866,5.556067446788907,5.639740820734342,0.08367337394543473,4.196074818022667,4.30755939524838,0.11148457722571337,0.4972785749628897,0.5065176908752328,0.00923911591234311,0.5637931034482759,0.5551391862955033,-0.008653917152772639,5.721920206394545,5.365010799136069,-0.35690940725847575,2.487791394084585,3.4211663066954645,0.9333749126108795,0.41463189901409747,0.38876889848812096,-0.02586300052597651,1.9073067354648485,1.8660907127429804,-0.041216022721868084,0.21739130434782608,0.20833333333333334,-0.009057971014492738,0.4067796610169492,0.3870967741935484,-0.019682886823400803,0.41463189901409747,0.38876889848812096,-0.02586300052597651,0.41463189901409747,0.38876889848812096,-0.02586300052597651,98.93117110476365,92.76025917926566,-6.17091192549799,173.81369206670965,173.46868250539958,-0.3450095613100643,1.8054127268861313,1.7632745299800279,-0.04213819690610343,0.6,0.6,0.0,0.4,0.4,0.0,0.45674740484429066,1.172566371681416,0.7158189668371254,0.31141868512110726,0.33185840707964603,0.02043972195853877,1.245674740484429,1.3274336283185841,0.08175888783415508,0.9342560553633219,0.6637168141592921,-0.27053924120402983,154.0,1.0,-153.0,30.812405456648666,30.815143363655654,0.0027379070069883937,69.0,69.0,0.0,69.0,69.0,0.0
Alonzo Menifield,17.0,18.0,1.0,0.6470588235294118,0.6666666666666666,0.019607843137254832,0.4117647058823529,0.3888888888888889,-0.022875816993464027,0.29411764705882354,0.2777777777777778,-0.01633986928104575,0.11764705882352941,0.1111111111111111,-0.006535947712418305,0.23529411764705882,0.2222222222222222,-0.01307189542483661,0.0,0.0,0.0,0.5563798219584569,0.5006675567423231,-0.055712265216133816,0.5563798219584569,0.5006675567423231,-0.055712265216133816,3.8353115727002964,3.865153538050734,0.029841965350437594,4.102373887240356,4.138851802403204,0.03647791516284826,0.5227502527805864,0.5030408340573415,-0.019709418723244942,0.5119152691968226,0.5055821371610845,-0.006333132035738154,5.3412462908011875,4.806408544726302,-0.5348377460748859,1.3353115727002969,1.3017356475300401,-0.03357592517025676,0.5563798219584569,0.6008010680907877,0.04442124613233078,1.5578635014836795,1.9025367156208277,0.34467321413714824,0.35714285714285715,0.3157894736842105,-0.04135338345864664,0.8837209302325582,0.8695652173913043,-0.014155712841253831,0.22255192878338279,0.20026702269692923,-0.02228490608645356,0.0,0.0,0.0,206.973293768546,203.67156208277703,-3.3017316857689707,130.19287833827894,143.09078771695596,12.897909378677014,1.229979797979798,1.243014492753623,0.013034694773825128,0.6,0.8,0.20000000000000007,0.2,0.2,0.0,-0.75,-0.15779092702169625,0.5922090729783037,0.6818181818181818,0.591715976331361,-0.0901022054868208,0.0,0.2958579881656805,0.2958579881656805,0.0,0.0,0.0,112.0,1.0,-111.0,38.922086011348625,38.924823918355614,0.0027379070069883937,72.0,72.0,0.0,76.0,76.0,0.0
Iwo Baraniewski,3.0,4.0,1.0,1.0,0.75,-0.25,1.0,0.75,-0.25,1.0,0.75,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.821782178217823,3.2667876588021776,-14.554994519415645,4.455445544554456,0.8166969147005444,-3.6387486298539113,11.287128712871286,5.716878402903811,-5.570250309967475,8.91089108910891,5.00907441016334,-3.90181667894557,0.5671641791044776,0.5585106382978723,-0.008653540806605298,0.5384615384615384,0.5947136563876652,0.05625211792612672,89.10891089108911,17.15063520871143,-71.95827568237767,0.0,0.0,0.0,0.0,0.8166969147005444,0.8166969147005444,8.910891089108912,4.083484573502723,-4.827406515606189,0.0,0.2,0.2,1.0,0.8333333333333334,-0.16666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,142.5742574257426,237.65880217785843,95.08454475211585,26.73267326732673,147.005444646098,120.27277137877127,,,,1.0,0.75,-0.25,1.0,0.75,-0.25,2.376237623762376,0.7078039927404719,-1.6684336310219043,17.821782178217823,3.2667876588021776,-14.554994519415645,0.0,0.8166969147005444,0.8166969147005444,0.0,0.0,0.0,105.0,1.0,-104.0,27.83082472603818,27.83356263304517,0.0027379070069883937,72.0,72.0,0.0,73.0,73.0,0.0
Gable Steveson,1.0,2.0,1.0,1.0,0.5,-0.5,1.0,0.5,-0.5,1.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,5.960264900662252,5.521472392638037,-0.438792508024215,0.0,5.521472392638037,5.521472392638037,16.29139072847682,15.460122699386504,-0.8312680290903156,5.1655629139072845,5.889570552147239,0.7240076382399545,0.7192982456140351,0.711864406779661,-0.007433838834374096,0.6060606060606061,0.5897435897435898,-0.01631701631701632,5.960264900662252,5.521472392638037,-0.438792508024215,0.0,11.042944785276074,11.042944785276074,0.0,0.0,0.0,5.960264900662252,5.521472392638037,-0.438792508024215,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,59.60264900662252,55.214723926380366,-4.387925080242155,0.0,11.042944785276074,11.042944785276074,,,,1.0,0.5,-0.5,1.0,0.5,-0.5,11.125827814569536,9.570552147239264,-1.5552756673302728,5.960264900662252,5.521472392638037,-0.438792508024215,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1.0,-69.0,26.303072616138593,26.30581052314558,0.0027379070069883937,71.0,71.0,0.0,74.0,74.0,0.0
Sean Sharaf,2.0,3.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.6666666666666666,-0.33333333333333337,0.0,0.0,0.0,0.0,0.9221311475409837,0.9221311475409837,0.0,0.0,0.0,7.406639004149378,7.5,0.09336099585062207,15.0,14.87704918032787,-0.1229508196721305,0.43911439114391143,0.4404332129963899,0.0013188218524784467,0.42619047619047623,0.42654028436018954,0.00034980816971330597,7.468879668049793,9.221311475409836,1.7524318073600433,0.0,0.0,0.0,0.9336099585062241,0.9221311475409837,-0.011478810965240394,8.402489626556017,8.299180327868852,-0.1033092986871651,0.1111111111111111,0.1111111111111111,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,42.946058091286304,44.26229508196721,1.3162369906809062,4.66804979253112,4.610655737704918,-0.057394054826201746,,,,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,-7.593360995850622,-7.377049180327869,0.21631181552275347,0.0,0.9221311475409837,0.9221311475409837,0.9336099585062241,0.9221311475409837,-0.011478810965240394,0.0,0.0,0.0,280.0,1.0,-279.0,33.191646645721676,33.194384552728664,0.0027379070069883937,75.0,75.0,0.0,77.0,77.0,0.0
Patricio Pitbull,3.0,4.0,1.0,0.3333333333333333,0.5,0.16666666666666669,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30949105914718017,0.30949105914718017,0.3333333333333333,0.30949105914718017,-0.023842274186153145,2.6888888888888887,3.2806052269601103,0.5917163380712216,4.822222222222222,4.889958734525447,0.06773651230322475,0.5148936170212766,0.5129032258064516,-0.001990391214824916,0.4918032786885246,0.4989429175475687,0.007139638859044117,1.3333333333333333,4.023383768913343,2.6900504355800097,11.666666666666666,10.832187070151306,-0.8344795965153597,2.0,1.856946354883081,-0.1430536451169191,4.333333333333334,4.023383768913343,-0.3099495644199912,0.46153846153846156,0.46153846153846156,0.0,0.5,0.5,0.0,0.3333333333333333,0.30949105914718017,-0.023842274186153145,0.0,0.0,0.0,75.66666666666667,71.8019257221458,-3.864740944520875,105.33333333333333,97.79917469050895,-7.53415864282438,1.0357142857142858,0.540942760942761,-0.49477152477152486,0.3333333333333333,0.5,0.16666666666666669,0.0,0.25,0.25,-2.1333333333333333,-1.6093535075653371,0.5239798257679962,0.0,0.30949105914718017,0.30949105914718017,2.0,1.856946354883081,-0.1430536451169191,0.3333333333333333,0.30949105914718017,-0.023842274186153145,161.0,1.0,-160.0,,,,,,,,,
Dooho Choi,9.0,10.0,1.0,0.6666666666666666,0.6,-0.06666666666666665,0.6666666666666666,0.6,-0.06666666666666665,0.6666666666666666,0.6,-0.06666666666666665,0.0,0.0,0.0,0.2222222222222222,0.3,0.07777777777777778,0.0,0.0,0.0,1.1005135730007336,1.047242262043286,-0.05327131095744764,0.6603081438004402,0.8377938096346288,0.17748566583418857,5.37050623624358,5.389806841982779,0.019300605739198673,5.1063829787234045,5.389806841982779,0.2834238632593742,0.5462686567164179,0.5391061452513967,-0.007162511465021226,0.5639097744360902,0.5578465063001146,-0.006063268135975686,7.043286867204696,6.70235047707703,-0.3409363901276654,4.402054292002934,6.074005119851059,1.671950827848125,1.540719002201027,1.4661391668606005,-0.07457983534042656,2.8613352898019078,2.7228298813125438,-0.138505408489364,0.5384615384615384,0.5384615384615384,0.0,0.6470588235294117,0.6470588235294117,0.0,0.6603081438004402,0.6283453572259716,-0.031962786574468605,0.0,0.0,0.0,152.09097578870137,144.72888061438212,-7.362095174319251,128.980190755686,123.7840353735164,-5.196155382169607,0.6822843674353422,0.6785563488407799,-0.003728018594562288,0.6,0.6,0.0,0.6,0.6,0.0,0.6172839506172839,0.3823088455772114,-0.23497510504007252,0.6172839506172839,0.6746626686656672,0.05737871804838324,1.851851851851852,2.0239880059970012,0.17213615414514916,0.925925925925926,1.0119940029985006,0.08606807707257458,126.0,1.0,-125.0,35.444944112473216,35.447682019480204,0.0027379070069883937,70.0,70.0,0.0,70.0,70.0,0.0
Arman Tsarukyan,12.0,13.0,1.0,0.8333333333333334,0.8461538461538461,0.012820512820512775,0.4166666666666667,0.46153846153846156,0.04487179487179488,0.3333333333333333,0.38461538461538464,0.05128205128205132,0.08333333333333333,0.07692307692307693,-0.006410256410256401,0.0,0.0,0.0,0.0,0.0,0.0,0.30581039755351686,0.39452054794520547,0.08871015039168861,0.0,0.0,0.0,3.853211009174312,3.7808219178082196,-0.07238909136609228,1.8008834522595991,1.7687671232876712,-0.032116328971927954,0.500441306266549,0.4991319444444444,-0.0013093618221046155,0.5485519591141397,0.5494137353433836,0.0008617762292438824,17.940876656472987,17.35890410958904,-0.5819725468839465,2.2426095820591234,2.16986301369863,-0.07274656836049331,3.261977573904179,3.254794520547945,-0.007183053356234037,8.664627930682977,9.36986301369863,0.7052350830156531,0.3764705882352941,0.3473684210526316,-0.02910216718266251,0.75,0.75,0.0,0.1019367991845056,0.09863013698630137,-0.0033066621982042327,0.6116207951070337,0.5917808219178082,-0.01983997318922548,381.14169215086645,386.53150684931506,5.3898146984486175,98.1651376146789,95.57260273972604,-2.592534874952861,1.3131844570110216,1.3714984240361454,0.058313967025123814,1.0,1.0,0.0,0.6,0.8,0.20000000000000007,2.3185673892554197,3.0011632415664984,0.6825958523110787,0.2827521206409048,0.6979449398991857,0.4151928192582809,4.241281809613572,3.1407522295463357,-1.100529580067236,0.2827521206409048,0.34897246994959286,0.06622034930868803,301.0,1.0,-300.0,29.93901312141933,29.941751028426317,0.0027379070069883937,67.0,67.0,0.0,72.0,72.0,0.0
Mauricio Ruffy,6.0,7.0,1.0,0.8333333333333334,0.7142857142857143,-0.11904761904761907,0.6666666666666666,0.5714285714285714,-0.09523809523809523,0.6666666666666666,0.5714285714285714,-0.09523809523809523,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.14285714285714285,-0.023809523809523808,2.0579268292682924,1.8493150684931505,-0.20861176077514187,0.0,0.3082191780821918,0.3082191780821918,4.001524390243903,3.6780821917808217,-0.3234421984630811,3.75,3.5342465753424657,-0.21575342465753433,0.5700325732899023,0.5646687697160884,-0.005363803573813941,0.5950617283950617,0.5943396226415094,-0.000722105753552249,7.888719512195123,7.089041095890411,-0.7996784163047117,1.7149390243902438,1.5410958904109588,-0.17384313397928497,0.0,0.0,0.0,0.3429878048780488,0.3082191780821918,-0.034768626795857016,0.0,0.0,0.0,0.85,0.8666666666666667,0.01666666666666672,0.0,0.0,0.0,0.3429878048780488,0.3082191780821918,-0.034768626795857016,39.443597560975604,37.29452054794521,-2.149077013030393,122.78963414634147,165.82191780821918,43.03228366187771,,,,0.8,0.6,-0.20000000000000007,0.6,0.6,0.0,0.0,0.6559263521288837,0.6559263521288837,1.9214346712211785,2.0713463751438437,0.14991170392266517,0.0,0.0,0.0,0.0,0.0,0.0,97.0,1.0,-96.0,30.256610334229997,30.259348241236985,0.0027379070069883937,71.0,71.0,0.0,75.0,75.0,0.0
Joshua Van,10.0,11.0,1.0,0.9,0.9090909090909091,0.009090909090909038,0.3,0.2727272727272727,-0.027272727272727282,0.3,0.2727272727272727,-0.027272727272727282,0.0,0.0,0.0,0.1,0.09090909090909091,-0.009090909090909094,0.0,0.0,0.0,0.7221458046767538,0.7042253521126761,-0.017920452564077705,0.1031636863823934,0.08802816901408451,-0.015135517368308885,8.445667125171939,8.268779342723004,-0.17688778244893477,5.797799174690509,5.809859154929577,0.012059980239068402,0.5738317757009346,0.5762781186094069,0.002446342908472343,0.583292140385566,0.5708712613784135,-0.012420879007152497,6.8088033012379645,6.161971830985915,-0.6468314702520495,1.031636863823934,1.4964788732394365,0.4648420094155026,0.8253094910591472,0.7042253521126761,-0.12108413894647108,1.3411279229711142,1.1443661971830985,-0.19676172578801565,0.6153846153846154,0.6153846153846154,0.0,0.7567567567567568,0.75,-0.006756756756756799,0.2063273727647868,0.2640845070422535,0.057757134277466704,0.1031636863823934,0.08802816901408451,-0.015135517368308885,66.02475928473177,68.04577464788731,2.0210153631555414,138.65199449793673,166.81338028169014,28.161385783753417,2.1088486220409384,2.272757897384532,0.16390927534359356,1.0,1.0,0.0,0.4,0.4,0.0,2.929857231533209,1.9326339039204858,-0.9972233276127234,1.1173184357541899,1.1595803423522917,0.042261906598101806,0.186219739292365,0.16565433462175594,-0.02056540467060905,0.37243947858473,0.49696300386526787,0.1245235252805379,133.0,1.0,-132.0,24.942332833665304,24.945070740672293,0.0027379070069883937,65.0,65.0,0.0,65.0,65.0,0.0
Alexandre Pantoja,17.0,18.0,1.0,0.8235294117647058,0.7777777777777778,-0.04575163398692805,0.47058823529411764,0.4444444444444444,-0.02614379084967322,0.11764705882352941,0.1111111111111111,-0.006535947712418305,0.35294117647058826,0.3333333333333333,-0.019607843137254943,0.0,0.0,0.0,0.0,0.0,0.0,0.27991602519244224,0.2506789220806351,-0.02923710311180716,0.06997900629811056,0.12533946104031754,0.05536045474220698,4.362024725915559,4.520576561520786,0.1585518356052269,3.8768369489153254,4.228117819093378,0.35128087017805276,0.5029585798816568,0.5048996733551097,0.0019410934734528373,0.4984912492456246,0.4841997961264016,-0.014291453119222974,5.808257522743177,5.640275746814289,-0.1679817759288884,3.9888033589923024,3.8228535617296844,-0.16594979726261805,2.7991602519244223,2.8201378734071443,0.020977621482721975,5.878236529041288,6.3923125130561935,0.5140759840149052,0.47619047619047616,0.4411764705882353,-0.03501400560224088,0.6923076923076923,0.6923076923076923,0.0,0.9797060881735479,0.8773762272822226,-0.10232986089132523,0.0,0.06266973052015877,0.06266973052015877,290.97270818754373,295.1117610194276,4.139052831883873,99.58012596221134,97.51410068936704,-2.0660252728443,0.8206788042256686,0.8807590752556481,0.06008027102997948,1.0,0.8,-0.19999999999999996,0.4,0.4,0.0,-0.010638297872340427,-0.18085106382978725,-0.17021276595744683,0.1595744680851064,0.0,-0.1595744680851064,4.627659574468085,4.468085106382979,-0.1595744680851059,0.6382978723404256,0.6382978723404256,0.0,448.0,1.0,-447.0,36.42785272798209,36.43059063498908,0.0027379070069883937,65.0,65.0,0.0,67.0,67.0,0.0
