fight_key,event,event_date,bout,fighter_a,fighter_b,winner,method,winner_is_a,weight_class,scheduled_seconds,duration_seconds,winner_prior_bouts,opponent_prior_bouts,diff_prior_bouts,winner_win_rate,opponent_win_rate,diff_win_rate,winner_finish_win_rate,opponent_finish_win_rate,diff_finish_win_rate,winner_ko_win_rate,opponent_ko_win_rate,diff_ko_win_rate,winner_sub_win_rate,opponent_sub_win_rate,diff_sub_win_rate,winner_ko_loss_rate,opponent_ko_loss_rate,diff_ko_loss_rate,winner_sub_loss_rate,opponent_sub_loss_rate,diff_sub_loss_rate,winner_kd_for_per15,opponent_kd_for_per15,diff_kd_for_per15,winner_kd_against_per15,opponent_kd_against_per15,diff_kd_against_per15,winner_sig_landed_per_min,opponent_sig_landed_per_min,diff_sig_landed_per_min,winner_sig_absorbed_per_min,opponent_sig_absorbed_per_min,diff_sig_absorbed_per_min,winner_sig_accuracy,opponent_sig_accuracy,diff_sig_accuracy,winner_sig_defense,opponent_sig_defense,diff_sig_defense,winner_ground_for_per15,opponent_ground_for_per15,diff_ground_for_per15,winner_ground_against_per15,opponent_ground_against_per15,diff_ground_against_per15,winner_td_landed_per15,opponent_td_landed_per15,diff_td_landed_per15,winner_td_attempts_per15,opponent_td_attempts_per15,diff_td_attempts_per15,winner_td_accuracy,opponent_td_accuracy,diff_td_accuracy,winner_td_defense,opponent_td_defense,diff_td_defense,winner_sub_att_per15,opponent_sub_att_per15,diff_sub_att_per15,winner_sub_att_against_per15,opponent_sub_att_against_per15,diff_sub_att_against_per15,winner_ctrl_for_per15,opponent_ctrl_for_per15,diff_ctrl_for_per15,winner_ctrl_against_per15,opponent_ctrl_against_per15,diff_ctrl_against_per15,winner_r3_retention,opponent_r3_retention,diff_r3_retention,winner_recent5_win_rate,opponent_recent5_win_rate,diff_recent5_win_rate,winner_recent5_finish_rate,opponent_recent5_finish_rate,diff_recent5_finish_rate,winner_recent5_sig_diff_per_min,opponent_recent5_sig_diff_per_min,diff_recent5_sig_diff_per_min,winner_recent5_kd_for_per15,opponent_recent5_kd_for_per15,diff_recent5_kd_for_per15,winner_recent5_td_landed_per15,opponent_recent5_td_landed_per15,diff_recent5_td_landed_per15,winner_recent5_sub_att_per15,opponent_recent5_sub_att_per15,diff_recent5_sub_att_per15,winner_days_since_last,opponent_days_since_last,winner_age_years,opponent_age_years,diff_age_years,winner_height_inches,opponent_height_inches,diff_height_inches,winner_reach_inches,opponent_reach_inches,diff_reach_inches,winner_southpaw,opponent_southpaw,scheduled_five_round,is_heavyweight,is_womens,same_stance,knockdown_interaction,ground_strike_interaction,submission_attempt_interaction,td_access_interaction,control_interaction,offensive_wrestling_exposure_interaction,winner_round3_retention,opponent_round3_retention,winner_log_ufc_bouts,opponent_log_ufc_bouts,clean_displayed_method,clean_actual_method,clean_winner_correct,base_KO,base_SUB,base_DEC
2026-08-08|Amanda Lemos vs. Alexia Thainara,UFC Fight Night: Gamrot vs. Salkilld,2026-08-08T00:00:00+00:00,Amanda Lemos vs. Alexia Thainara,Amanda Lemos,Alexia Thainara,Alexia Thainara,DEC,0,Women's Strawweight Bout,900,900.0,3.0,15.0,-12.0,1.0,0.6,0.4,0.3333333333333333,0.3333333333333333,0.0,0.0,0.2,-0.2,0.3333333333333333,0.13333333333333333,0.19999999999999998,0.0,0.06666666666666667,-0.06666666666666667,0.0,0.13333333333333333,-0.13333333333333333,0.0,0.5571030640668524,-0.5571030640668524,0.0,0.09285051067780872,-0.09285051067780872,3.7065637065637067,2.7545651501083253,0.9519985564553815,2.200772200772201,3.01454658000619,-0.8137743792339891,0.460431654676259,0.5534825870646766,-0.09305093238841755,0.4492753623188406,0.4534231200897868,-0.0041477577709462254,10.85907335907336,7.3351903435468895,3.5238830155264704,2.171814671814672,10.21355617455896,-8.041741502744287,5.212355212355212,1.021355617455896,4.190999594899316,9.99034749034749,1.5784586815227484,8.411888808824742,0.5217391304347826,0.6470588235294118,-0.1253196930946292,1.0,0.6304347826086957,0.3695652173913043,2.171814671814672,0.7428040854224698,1.429010586392202,0.0,0.46425255338904364,-0.46425255338904364,599.4208494208494,155.71030640668522,443.7105430141642,4.777992277992277,369.63788300835654,-364.85989073036427,0.5449999999999999,0.7594183087451426,-0.21441830874514267,1.0,0.4,0.6,0.3333333333333333,0.0,0.3333333333333333,1.5057915057915057,0.8739255014326647,0.631866004358841,0.0,0.2148997134670487,-0.2148997134670487,5.212355212355212,1.2893982808022921,3.9229569315529202,2.171814671814672,0.6446991404011461,1.5271155314135259,133.0,147.0,30.71657871140407,39.2150420610964,-8.49846334969233,64.0,64.0,0.0,67.0,65.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,121.76882911562578,3.180085178692421,1.9263051871747523,0.939564713937973,8.327104462201955,0.5449999999999999,0.7594183087451426,1.3862943611198906,2.772588722239781,DEC,DEC,1,0.0887527342891076,0.24867511169051362,0.6625721540203788
2026-08-08|Billy Ray Goff vs. Ty Miller,UFC Fight Night: Gamrot vs. Salkilld,2026-08-08T00:00:00+00:00,Billy Ray Goff vs. Ty Miller,Billy Ray Goff,Ty Miller,Ty Miller,KO,0,Welterweight Bout,900,615.0,1.0,3.0,-2.0,1.0,0.3333333333333333,0.6666666666666667,1.0,0.3333333333333333,0.6666666666666667,1.0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,3.0100334448160533,0.6792452830188679,2.3307881617971855,0.0,0.0,0.0,11.839464882943144,7.109433962264151,4.730030920678993,7.224080267558529,5.162264150943397,2.061816116615132,0.48760330578512395,0.4658753709198813,0.02172793486524266,0.5068493150684932,0.5913978494623655,-0.08454853439387233,3.0100334448160533,1.3584905660377358,1.6515428787783175,0.0,0.0,0.0,0.0,0.6792452830188679,-0.6792452830188679,0.0,9.509433962264152,-9.509433962264152,,0.07142857142857142,,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.3584905660377358,-1.3584905660377358,9.03010033444816,210.56603773584905,-201.5359374014009,0.0,69.28301886792453,-69.28301886792453,,,,1.0,0.3333333333333333,0.6666666666666667,1.0,0.3333333333333333,0.6666666666666667,4.615384615384616,1.947169811320755,2.6682148040638607,3.0100334448160533,0.6792452830188679,2.3307881617971855,0.0,0.6792452830188679,-0.6792452830188679,0.0,0.0,0.0,196.0,434.0,26.17712889381712,28.14020821782788,-1.96307932401076,74.0,70.0,4.0,77.0,72.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0100334448160533,3.0100334448160533,0.0,0.0,0.010805830756610084,,,,0.6931471805599453,1.3862943611198906,KO,KO,1,0.6422060068676041,0.043526017597288025,0.3142679755351079
2026-08-08|Darren Elkins vs. Yadier del Valle,UFC Fight Night: Gamrot vs. Salkilld,2026-08-08T00:00:00+00:00,Darren Elkins vs. Yadier del Valle,Darren Elkins,Yadier del Valle,Yadier del Valle,KO,0,Featherweight Bout,900,35.0,3.0,30.0,-27.0,0.6666666666666666,0.6333333333333333,0.033333333333333326,0.6666666666666666,0.23333333333333334,0.4333333333333333,0.0,0.13333333333333333,-0.13333333333333333,0.6666666666666666,0.1,0.5666666666666667,0.0,0.13333333333333333,-0.13333333333333333,0.0,0.03333333333333333,-0.03333333333333333,0.0,0.08559608160159779,-0.08559608160159779,0.0,0.25678824480479334,-0.25678824480479334,1.0656370656370655,3.395311236863379,-2.329674171226314,0.9266409266409267,3.3353939797422605,-2.408753053101334,0.41818181818181815,0.38436692506459946,0.03381489311721869,0.6428571428571428,0.5118997912317328,0.13095735162541,5.559845559845559,11.25588473061011,-5.69603917076455,3.474903474903475,7.960435588948595,-4.48553211404512,0.6949806949806949,2.867468733653526,-2.172488038672831,0.6949806949806949,8.431214037757382,-7.736233342776687,1.0,0.3401015228426396,0.6598984771573604,0.5555555555555556,0.5614035087719298,-0.005847953216374213,2.7799227799227797,1.0699510200199724,1.7099717599028073,0.0,0.8559608160159778,-0.8559608160159778,273.82239382239385,331.34243187978507,-57.52003805739122,342.6254826254826,138.06647962337723,204.55900300210538,,1.3936453655677528,,0.6666666666666666,0.6,0.06666666666666665,0.6666666666666666,0.2,0.4666666666666666,0.138996138996139,-1.3142239048134128,1.4532200438095517,0.0,0.0,0.0,0.6949806949806949,3.8939967550027044,-3.1990160600220094,2.7799227799227797,0.730124391563007,2.049798388359773,168.0,483.0,30.02662614564296,42.22947767579074,-12.202851530147779,69.0,70.0,-1.0,69.0,71.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.818638023497975,5.159427751086888,0.3048160942897785,0.35092080049044244,0.0,,1.3936453655677528,1.3862943611198906,3.4339872044851463,DEC,KO,1,0.277212887855142,0.34249148909484284,0.3802956230500152
2026-08-08|Diego Ferreira vs. Billy Quarantillo,UFC Fight Night: Gamrot vs. Salkilld,2026-08-08T00:00:00+00:00,Diego Ferreira vs. Billy Quarantillo,Diego Ferreira,Billy Quarantillo,Diego Ferreira,DEC,1,Lightweight Bout,900,900.0,17.0,11.0,6.0,0.5882352941176471,0.5454545454545454,0.042780748663101664,0.4117647058823529,0.36363636363636365,0.048128342245989275,0.29411764705882354,0.2727272727272727,0.021390374331550832,0.11764705882352941,0.09090909090909091,0.0267379679144385,0.23529411764705882,0.18181818181818182,0.053475935828877,0.0,0.09090909090909091,-0.09090909090909091,0.2725345715150903,0.24463169339494428,0.027902878120146024,0.3633794286867871,0.3669475400924164,-0.0035681114056293484,4.699707277682447,7.037238379994564,-2.3375311023121172,3.458160896335924,5.871160641478663,-2.4129997451427387,0.39774474628395695,0.5220810647307925,-0.12433631844683557,0.5590733590733591,0.430379746835443,0.1286936122379161,11.2647622892904,17.368850231041044,-6.1040879417506435,9.629554860199859,6.2381081815710795,3.391446678628779,0.817603714545271,1.5901060070671378,-0.7725022925218668,2.7253457151509037,6.2381081815710795,-3.5127624664201758,0.3,0.2549019607843137,0.04509803921568628,0.5789473684210527,0.6136363636363636,-0.03468899521531099,0.5450691430301806,1.1008426202772494,-0.5557734772470688,0.0,0.48926338678988857,-0.48926338678988857,105.65256889068336,243.1639032345746,-137.51133434389124,217.0283637831836,239.24979614025548,-22.221432357071876,1.4427336669349478,1.2632718075922278,0.17946185934271996,0.4,0.4,0.0,0.4,0.2,0.2,1.0763996288277142,0.9879253567508233,0.08847427207689096,0.2783792143519951,0.0,0.2783792143519951,0.8351376430559851,1.646542261251372,-0.8114046181953869,0.0,0.3293084522502744,-0.3293084522502744,329.0,602.0,41.55321464506458,37.665386695140896,3.8878279499236825,69.0,70.0,-1.0,74.0,70.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3725404621226934,81.53556808956621,0.811751517983789,0.31589234425612744,0.14859835502519175,4.007865703365298,1.4427336669349478,1.2632718075922278,2.8903717578961645,2.4849066497880004,KO,DEC,0,0.4116958419614529,0.17449666116766255,0.4138074968708846
2026-08-08|Diyar Nurgozhay vs. Bruno Lopes,UFC Fight Night: Gamrot vs. Salkilld,2026-08-08T00:00:00+00:00,Diyar Nurgozhay vs. Bruno Lopes,Diyar Nurgozhay,Bruno Lopes,Diyar Nurgozhay,KO,1,Light Heavyweight Bout,900,299.0,3.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,-0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,1.2388162422573985,1.157556270096463,0.0812599721609355,4.872677219545767,2.469453376205788,2.403223843339979,2.8492773571920162,4.282958199356914,-1.4336808421648977,0.6113989637305699,0.4507042253521127,0.1606947383784572,0.5892857142857143,0.48372093023255813,0.10556478405315617,4.955264969029594,1.7363344051446945,3.2189305638848995,5.574673090158294,10.418006430868166,-4.843333340709872,1.8582243633860978,2.8938906752411575,-1.0356663118550598,2.477632484514797,12.733118971061094,-10.255486486546296,0.75,0.22727272727272727,0.5227272727272727,0.7777777777777778,1.0,-0.2222222222222222,0.0,0.0,0.0,2.477632484514797,0.0,2.477632484514797,96.00825877494837,358.2636655948553,-262.2554068199069,145.56090846524432,78.13504823151126,67.42586023373306,,,,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.0233998623537506,-1.8135048231511255,3.836904685504876,0.0,0.0,0.0,1.8582243633860978,2.8938906752411575,-1.0356663118550598,0.0,0.0,0.0,154.0,133.0,29.29560497477703,33.290211297973265,-3.9946063231962334,74.0,74.0,0.0,74.0,74.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.57924728303565,0.0,0.0,0.11593708991044141,0.6194081211286993,,,1.3862943611198906,1.3862943611198906,KO,KO,1,0.581598908910965,0.09150965231032107,0.32689143877871396
2026-08-08|Gigi Canuto vs. Carol Foro,UFC Fight Night: Gamrot vs. Salkilld,2026-08-08T00:00:00+00:00,Gigi Canuto vs. Carol Foro,Gigi Canuto,Carol Foro,Carol Foro,DEC,0,Women's Strawweight Bout,900,900.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.383217999000664,23.726702122562408,5.656515876438256,62.0,,,61.0,,,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,0.0,0.0,DEC,DEC,0,0.09622718125470153,0.08308789816422821,0.8206849205810702
2026-08-08|Juliana Miller vs. Ravena Oliveira,UFC Fight Night: Gamrot vs. Salkilld,2026-08-08T00:00:00+00:00,Juliana Miller vs. Ravena Oliveira,Juliana Miller,Ravena Oliveira,Juliana Miller,SUB,1,Women's Flyweight Bout,900,398.0,5.0,3.0,2.0,0.4,0.0,0.4,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.3333333333333333,-0.1333333333333333,0.0,0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.650345928685471,1.905227161700049,0.745118766985422,4.135178286322512,3.7225207620908645,0.4126575242316477,0.39903846153846156,0.3037383177570093,0.09530014378145224,0.44658119658119655,0.4641350210970464,-0.01755382451584986,7.424161788185205,0.0,7.424161788185205,6.4662054284193715,6.595017098192477,-0.1288116697731052,2.155401809473124,0.8793356130923302,1.2760661963807938,7.424161788185205,1.7586712261846604,5.665490562000544,0.2903225806451613,0.5,-0.2096774193548387,0.4444444444444444,0.46153846153846156,-0.017094017094017144,1.197445449707291,0.0,1.197445449707291,0.0,0.4396678065461651,-0.4396678065461651,334.3267695582757,146.84904738641916,187.47772217185656,189.6753592336349,273.4733756717147,-83.79801643807977,1.1344158040727965,0.6047032474804032,0.5297125565923934,0.4,0.0,0.4,0.2,0.0,0.2,-1.484832357637041,-1.8172936003908158,0.33246124275377475,0.0,0.0,0.0,2.155401809473124,0.8793356130923302,1.2760661963807938,1.197445449707291,0.0,1.197445449707291,168.0,140.0,30.25387242722301,29.46261730220333,0.7912551250196778,67.0,65.0,2.0,66.0,65.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,56.38663572101387,1.7239236640387818,1.160600974331682,0.48435007759378923,5.268759978712081,1.1344158040727965,0.6047032474804032,1.791759469228055,1.3862943611198906,DEC,SUB,1,0.13000634861103624,0.2793615472563686,0.5906321041325953
2026-08-08|Louie Sutherland vs. Jose Montanha,UFC Fight Night: Gamrot vs. Salkilld,2026-08-08T00:00:00+00:00,Louie Sutherland vs. Jose Montanha,Louie Sutherland,Jose Montanha,Jose Montanha,SUB,0,Heavyweight Bout,900,110.0,0.0,3.0,-3.0,,0.3333333333333333,,,0.0,,,0.0,,,0.0,,,0.3333333333333333,,,0.3333333333333333,,,0.0,,,0.0,,,1.8131868131868132,,,2.032967032967033,,,0.6875,,,0.30188679245283023,,,8.241758241758243,,,9.065934065934066,,,4.945054945054945,,,11.538461538461538,,,0.42857142857142855,,,0.0,,,0.0,,,0.8241758241758241,,,614.0109890109891,,,75.82417582417582,,,,,,0.3333333333333333,,,0.0,,,-0.21978021978021978,,,0.0,,,4.945054945054945,,,0.0,,,98.0,29.952702656454274,32.496218265946595,-2.543515609492321,,75.0,,,76.0,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,1.3862943611198906,KO,SUB,0,0.446076006506543,0.28496666347425187,0.2689573300192052
2026-08-08|Manoel Sousa vs. Richie Miranda,UFC Fight Night: Gamrot vs. Salkilld,2026-08-08T00:00:00+00:00,Manoel Sousa vs. Richie Miranda,Manoel Sousa,Richie Miranda,Manoel Sousa,DEC,1,Lightweight Bout,900,900.0,1.0,0.0,1.0,1.0,,,1.0,,,1.0,,,0.0,,,0.0,,,0.0,,,2.112676056338028,,,0.0,,,5.0,,,5.915492957746478,,,0.39664804469273746,,,0.5058823529411764,,,1.056338028169014,,,5.28169014084507,,,0.0,,,3.1690140845070425,,,0.0,,,0.5,,,1.056338028169014,,,0.0,,,72.88732394366197,,,214.43661971830986,,,,,,1.0,,,1.0,,,-0.9154929577464789,,,2.112676056338028,,,0.0,,,1.056338028169014,,,147.0,,29.177874973476527,31.98970546965372,-2.811830496177194,69.0,,,70.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.6931471805599453,0.0,KO,DEC,1,0.4960519390898599,0.0886950995675488,0.41525296134259126
2026-08-08|Mateusz Gamrot vs. Quillan Salkilld,UFC Fight Night: Gamrot vs. Salkilld,2026-08-08T00:00:00+00:00,Mateusz Gamrot vs. Quillan Salkilld,Mateusz Gamrot,Quillan Salkilld,Quillan Salkilld,SUB,0,Lightweight Bout,1500,265.0,5.0,13.0,-8.0,1.0,0.6923076923076923,0.3076923076923077,0.8,0.38461538461538464,0.4153846153846154,0.6,0.23076923076923078,0.3692307692307692,0.2,0.15384615384615385,0.046153846153846156,0.0,0.0,0.0,0.0,0.07692307692307693,-0.07692307692307693,1.8493150684931505,0.09674298613350532,1.7525720823596451,0.0,0.4837149306675266,-0.4837149306675266,4.767123287671233,3.2118671396323766,1.5552561480388567,2.2602739726027394,2.805546597871654,-0.5452726252689146,0.5979381443298969,0.515527950310559,0.08241019401933791,0.47619047619047616,0.6009174311926606,-0.12472695500218445,10.479452054794521,8.803611738148984,1.6758403166455373,3.0821917808219177,3.289261528539181,-0.20706974771726339,6.164383561643835,5.224121251209287,0.940262310434548,19.726027397260275,13.544018058690744,6.1820093385695305,0.3125,0.38571428571428573,-0.07321428571428573,0.75,0.8333333333333334,-0.08333333333333337,0.6164383561643836,0.19348597226701064,0.42295238389737294,0.0,0.09674298613350532,-0.09674298613350532,317.4657534246576,291.19638826185104,26.269365162806537,218.21917808219177,48.951950983553694,169.26722709863807,,1.549027895181741,,1.0,0.6,0.4,0.8,0.2,0.6000000000000001,2.5068493150684934,1.3200965924335928,1.1867527226349006,1.8493150684931505,0.0,1.8493150684931505,6.164383561643835,6.519989267507379,-0.35560570586354334,0.6164383561643836,0.24148108398175475,0.37495727218262886,98.0,119.0,26.612456107928292,35.658500859018325,-9.046044751090033,72.0,70.0,2.0,75.0,70.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.743856378631727,44.94911053880101,0.6760744435069554,1.0273972602739723,0.3719256124478921,16.185631678689596,,1.549027895181741,1.791759469228055,2.639057329615259,KO,SUB,1,0.5234005360446307,0.26493965020913,0.21165981374623946
